OA Code,Ward Name,LA Name,Region Name,QS611EW0004,QS611EW0001 (base),OA Percentage
E00052777,Ettingshall,Wolverhampton,West Midlands,28,124,22.5800,
E00052664,Blakenhall,Wolverhampton,West Midlands,8,60,13.3300,
E00052779,Ettingshall,Wolverhampton,West Midlands,28,106,26.4200,
E00167342,Heath Town,Wolverhampton,West Midlands,23,143,16.0800,
E00052617,Bilston North,Wolverhampton,West Midlands,22,82,26.8300,
E00053059,Park,Wolverhampton,West Midlands,13,123,10.5700,
E00052624,Bilston North,Wolverhampton,West Midlands,30,78,38.4600,
E00052600,Bilston East,Wolverhampton,West Midlands,27,86,31.4000,
E00052728,East Park,Wolverhampton,West Midlands,31,85,36.4700,
E00158786,Earl Craven and Wolston,Rugby,West Midlands,25,95,26.3200,
E00150380,Little Aston,Lichfield,West Midlands,4,78,5.1300,
E00053096,Penn,Wolverhampton,West Midlands,12,73,16.4400,
E00052978,Merry Hill,Wolverhampton,West Midlands,20,86,23.2600,
E00168314,Wolvey,Rugby,West Midlands,6,42,14.2900,
E00052867,Graiseley,Wolverhampton,West Midlands,27,100,27.0000,
E00053174,Spring Vale,Wolverhampton,West Midlands,22,74,29.7300,
E00168313,Wolvey,Rugby,West Midlands,17,132,12.8800,
E00158787,Earl Craven and Wolston,Rugby,West Midlands,14,65,21.5400,
E00158941,Ryton-on-Dunsmore,Rugby,West Midlands,24,77,31.1700,
E00052862,Graiseley,Wolverhampton,West Midlands,16,91,17.5800,
E00158798,Earl Craven and Wolston,Rugby,West Midlands,7,76,9.2100,
E00158783,Earl Craven and Wolston,Rugby,West Midlands,18,60,30.0000,
E00158785,Earl Craven and Wolston,Rugby,West Midlands,19,67,28.3600,
E00158827,Fosse,Rugby,West Midlands,27,85,31.7600,
E00150244,Bourne Vale,Lichfield,West Midlands,29,124,23.3900,
E00150382,Little Aston,Lichfield,West Midlands,6,86,6.9800,
E00158781,Earl Craven and Wolston,Rugby,West Midlands,24,98,24.4900,
E00150383,Little Aston,Lichfield,West Midlands,10,92,10.8700,
E00150381,Little Aston,Lichfield,West Midlands,5,45,11.1100,
E00150245,Bourne Vale,Lichfield,West Midlands,25,108,23.1500,
E00159593,Park Hill,Warwick,West Midlands,16,97,16.4900,
E00159600,Park Hill,Warwick,West Midlands,10,74,13.5100,
E00159354,Abbey,Warwick,West Midlands,2,103,1.9400,
E00159615,St John's,Warwick,West Midlands,25,87,28.7400,
E00150243,Bourne Vale,Lichfield,West Midlands,17,104,16.3500,
E00159365,Abbey,Warwick,West Midlands,11,85,12.9400,
E00159512,Leek Wootton,Warwick,West Midlands,11,81,13.5800,
E00159357,Abbey,Warwick,West Midlands,2,42,4.7600,
E00159505,Lapworth,Warwick,West Midlands,12,116,10.3400,
E00159370,Abbey,Warwick,West Midlands,11,65,16.9200,
E00159584,Park Hill,Warwick,West Midlands,5,77,6.4900,
E00159633,St John's,Warwick,West Midlands,10,80,12.5000,
E00159368,Abbey,Warwick,West Midlands,6,99,6.0600,
E00159589,Park Hill,Warwick,West Midlands,11,72,15.2800,
E00159634,St John's,Warwick,West Midlands,15,92,16.3000,
E00159369,Abbey,Warwick,West Midlands,10,116,8.6200,
E00159598,Park Hill,Warwick,West Midlands,4,76,5.2600,
E00159594,Park Hill,Warwick,West Midlands,3,26,11.5400,
E00159626,St John's,Warwick,West Midlands,12,90,13.3300,
E00159630,St John's,Warwick,West Midlands,15,70,21.4300,
E00159631,St John's,Warwick,West Midlands,10,71,14.0800,
E00159379,Abbey,Warwick,West Midlands,9,82,10.9800,
E00159295,Tanworth,Stratford-on-Avon,West Midlands,18,91,19.7800,
E00159624,St John's,Warwick,West Midlands,6,83,7.2300,
E00159366,Abbey,Warwick,West Midlands,13,84,15.4800,
E00159367,Abbey,Warwick,West Midlands,7,71,9.8600,
E00158776,Dunchurch and Knightlow,Rugby,West Midlands,11,66,16.6700,
E00158780,Earl Craven and Wolston,Rugby,West Midlands,17,79,21.5200,
E00159493,Cubbington,Warwick,West Midlands,21,96,21.8800,
E00158793,Earl Craven and Wolston,Rugby,West Midlands,35,112,31.2500,
E00158789,Earl Craven and Wolston,Rugby,West Midlands,19,104,18.2700,
E00158778,Dunchurch and Knightlow,Rugby,West Midlands,12,80,15.0000,
E00158945,Wolvey,Rugby,West Midlands,13,85,15.2900,
E00158782,Earl Craven and Wolston,Rugby,West Midlands,23,79,29.1100,
E00158774,Dunchurch and Knightlow,Rugby,West Midlands,11,65,16.9200,
E00172230,Slideslow,Bromsgrove,West Midlands,22,91,24.1800,
E00172227,Slideslow,Bromsgrove,West Midlands,16,97,16.4900,
E00163964,Hollywood and Majors Green,Bromsgrove,West Midlands,14,88,15.9100,
E00163978,Linthurst,Bromsgrove,West Midlands,15,83,18.0700,
E00163982,Marlbrook,Bromsgrove,West Midlands,21,79,26.5800,
E00163903,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,8,37,21.6200,
E00163979,Linthurst,Bromsgrove,West Midlands,7,88,7.9500,
E00163875,Catshill,Bromsgrove,West Midlands,28,115,24.3500,
E00163960,Hollywood and Majors Green,Bromsgrove,West Midlands,14,65,21.5400,
E00158938,Ryton-on-Dunsmore,Rugby,West Midlands,28,126,22.2200,
E00159380,Abbey,Warwick,West Midlands,9,86,10.4700,
E00052611,Bilston East,Wolverhampton,West Midlands,20,86,23.2600,
E00159296,Tanworth,Stratford-on-Avon,West Midlands,12,73,16.4400,
E00159304,Tanworth,Stratford-on-Avon,West Midlands,14,84,16.6700,
E00158769,Dunchurch and Knightlow,Rugby,West Midlands,23,102,22.5500,
E00158795,Earl Craven and Wolston,Rugby,West Midlands,22,86,25.5800,
E00158940,Ryton-on-Dunsmore,Rugby,West Midlands,14,66,21.2100,
E00158939,Ryton-on-Dunsmore,Rugby,West Midlands,24,85,28.2400,
E00168328,Earl Craven and Wolston,Rugby,West Midlands,14,88,15.9100,
E00158790,Earl Craven and Wolston,Rugby,West Midlands,24,77,31.1700,
E00159585,Park Hill,Warwick,West Midlands,24,92,26.0900,
E00158796,Earl Craven and Wolston,Rugby,West Midlands,21,75,28.0000,
E00158946,Wolvey,Rugby,West Midlands,17,62,27.4200,
E00158817,Fosse,Rugby,West Midlands,25,87,28.7400,
E00158797,Earl Craven and Wolston,Rugby,West Midlands,24,78,30.7700,
E00053102,Penn,Wolverhampton,West Midlands,14,81,17.2800,
E00159641,Stoneleigh,Warwick,West Midlands,16,75,21.3300,
E00053183,Spring Vale,Wolverhampton,West Midlands,19,86,22.0900,
E00159619,St John's,Warwick,West Midlands,8,68,11.7600,
E00159377,Abbey,Warwick,West Midlands,4,50,8.0000,
E00159504,Lapworth,Warwick,West Midlands,14,79,17.7200,
E00159614,St John's,Warwick,West Midlands,4,49,8.1600,
E00158944,Wolvey,Rugby,West Midlands,17,69,24.6400,
E00159579,Park Hill,Warwick,West Midlands,7,72,9.7200,
E00158784,Earl Craven and Wolston,Rugby,West Midlands,18,65,27.6900,
E00159371,Abbey,Warwick,West Midlands,8,117,6.8400,
E00158773,Dunchurch and Knightlow,Rugby,West Midlands,12,64,18.7500,
E00158943,Wolvey,Rugby,West Midlands,13,61,21.3100,
E00158828,Fosse,Rugby,West Midlands,11,90,12.2200,
E00158826,Fosse,Rugby,West Midlands,16,79,20.2500,
E00158822,Fosse,Rugby,West Midlands,7,41,17.0700,
E00158791,Earl Craven and Wolston,Rugby,West Midlands,21,77,27.2700,
E00158794,Earl Craven and Wolston,Rugby,West Midlands,22,89,24.7200,
E00168345,Dunchurch and Knightlow,Rugby,West Midlands,17,95,17.8900,
E00158788,Earl Craven and Wolston,Rugby,West Midlands,18,88,20.4500,
E00168327,Earl Craven and Wolston,Rugby,West Midlands,25,120,20.8300,
E00158942,Ryton-on-Dunsmore,Rugby,West Midlands,29,161,18.0100,
E00158820,Fosse,Rugby,West Midlands,21,77,27.2700,
E00158772,Dunchurch and Knightlow,Rugby,West Midlands,11,40,27.5000,
E00052780,Ettingshall,Wolverhampton,West Midlands,28,105,26.6700,
E00052789,Ettingshall,Wolverhampton,West Midlands,25,106,23.5800,
E00053111,Penn,Wolverhampton,West Midlands,16,106,15.0900,
E00052679,Blakenhall,Wolverhampton,West Midlands,18,82,21.9500,
E00052866,Graiseley,Wolverhampton,West Midlands,24,133,18.0500,
E00053190,Spring Vale,Wolverhampton,West Midlands,17,84,20.2400,
E00164103,Whitford,Bromsgrove,West Midlands,30,100,30.0000,
E00163971,Hollywood and Majors Green,Bromsgrove,West Midlands,18,88,20.4500,
E00163843,Alvechurch,Bromsgrove,West Midlands,5,15,33.3300,
E00164035,Sidemoor,Bromsgrove,West Midlands,13,64,20.3100,
E00163878,Catshill,Bromsgrove,West Midlands,23,104,22.1200,
E00164040,Sidemoor,Bromsgrove,West Midlands,22,86,25.5800,
E00164111,Whitford,Bromsgrove,West Midlands,36,116,31.0300,
E00164026,Sidemoor,Bromsgrove,West Midlands,23,121,19.0100,
E00164090,Waseley,Bromsgrove,West Midlands,14,57,24.5600,
E00164011,St Johns,Bromsgrove,West Midlands,5,36,13.8900,
E00163847,Alvechurch,Bromsgrove,West Midlands,4,48,8.3300,
E00164049,Slideslow,Bromsgrove,West Midlands,10,44,22.7300,
E00159363,Abbey,Warwick,West Midlands,17,77,22.0800,
E00172221,Slideslow,Bromsgrove,West Midlands,13,94,13.8300,
E00163989,Marlbrook,Bromsgrove,West Midlands,24,101,23.7600,
E00163853,Alvechurch,Bromsgrove,West Midlands,13,73,17.8100,
E00164031,Sidemoor,Bromsgrove,West Midlands,17,82,20.7300,
E00163908,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,9,56,16.0700,
E00163942,Hagley,Bromsgrove,West Midlands,11,83,13.2500,
E00163986,Marlbrook,Bromsgrove,West Midlands,15,68,22.0600,
E00163907,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,19,72,26.3900,
E00164123,Wythall South,Bromsgrove,West Midlands,22,84,26.1900,
E00164109,Whitford,Bromsgrove,West Midlands,22,113,19.4700,
E00163852,Alvechurch,Bromsgrove,West Midlands,12,70,17.1400,
E00163877,Catshill,Bromsgrove,West Midlands,23,83,27.7100,
E00163845,Alvechurch,Bromsgrove,West Midlands,14,77,18.1800,
E00163928,Furlongs,Bromsgrove,West Midlands,9,75,12.0000,
E00163876,Catshill,Bromsgrove,West Midlands,26,67,38.8100,
E00164115,Woodvale,Bromsgrove,West Midlands,12,77,15.5800,
E00163869,Beacon,Bromsgrove,West Midlands,23,83,27.7100,
E00163935,Hagley,Bromsgrove,West Midlands,9,92,9.7800,
E00163842,Alvechurch,Bromsgrove,West Midlands,12,91,13.1900,
E00163977,Linthurst,Bromsgrove,West Midlands,14,96,14.5800,
E00163931,Furlongs,Bromsgrove,West Midlands,10,91,10.9900,
E00151202,Wombourne North and Lower Penn,South Staffordshire,West Midlands,18,93,19.3500,
E00151199,Wombourne North and Lower Penn,South Staffordshire,West Midlands,1,31,3.2300,
E00159303,Tanworth,Stratford-on-Avon,West Midlands,14,52,26.9200,
E00159302,Tanworth,Stratford-on-Avon,West Midlands,11,71,15.4900,
E00151193,Wombourne North and Lower Penn,South Staffordshire,West Midlands,22,100,22.0000,
E00151073,Kinver,South Staffordshire,West Midlands,14,66,21.2100,
E00159494,Cubbington,Warwick,West Midlands,8,56,14.2900,
E00151213,Wombourne South East,South Staffordshire,West Midlands,21,74,28.3800,
E00151203,Wombourne North and Lower Penn,South Staffordshire,West Midlands,15,71,21.1300,
E00151195,Wombourne North and Lower Penn,South Staffordshire,West Midlands,14,59,23.7300,
E00151046,Himley and Swindon,South Staffordshire,West Midlands,12,78,15.3800,
E00151069,Kinver,South Staffordshire,West Midlands,16,95,16.8400,
E00151235,Wombourne South West,South Staffordshire,West Midlands,20,98,20.4100,
E00151227,Wombourne South West,South Staffordshire,West Midlands,12,84,14.2900,
E00151086,Kinver,South Staffordshire,West Midlands,20,105,19.0500,
E00151085,Kinver,South Staffordshire,West Midlands,11,72,15.2800,
E00151141,Perton East,South Staffordshire,West Midlands,12,62,19.3500,
E00151048,Himley and Swindon,South Staffordshire,West Midlands,19,77,24.6800,
E00151217,Wombourne South East,South Staffordshire,West Midlands,19,77,24.6800,
E00151194,Wombourne North and Lower Penn,South Staffordshire,West Midlands,12,65,18.4600,
E00151224,Wombourne South West,South Staffordshire,West Midlands,34,151,22.5200,
E00151149,Perton Lakeside,South Staffordshire,West Midlands,22,121,18.1800,
E00151223,Wombourne South West,South Staffordshire,West Midlands,24,90,26.6700,
E00151081,Kinver,South Staffordshire,West Midlands,18,80,22.5000,
E00151136,Perton East,South Staffordshire,West Midlands,18,101,17.8200,
E00151150,Perton Lakeside,South Staffordshire,West Midlands,7,89,7.8700,
E00151232,Wombourne South West,South Staffordshire,West Midlands,25,86,29.0700,
E00151047,Himley and Swindon,South Staffordshire,West Midlands,20,113,17.7000,
E00151220,Wombourne South East,South Staffordshire,West Midlands,23,85,27.0600,
E00151157,Perton Lakeside,South Staffordshire,West Midlands,17,88,19.3200,
E00151209,Wombourne South East,South Staffordshire,West Midlands,15,60,25.0000,
E00151045,Himley and Swindon,South Staffordshire,West Midlands,20,84,23.8100,
E00151200,Wombourne North and Lower Penn,South Staffordshire,West Midlands,6,33,18.1800,
E00151135,Perton East,South Staffordshire,West Midlands,20,108,18.5200,
E00151185,Wombourne North and Lower Penn,South Staffordshire,West Midlands,10,71,14.0800,
E00151197,Wombourne North and Lower Penn,South Staffordshire,West Midlands,13,57,22.8100,
E00151072,Kinver,South Staffordshire,West Midlands,14,54,25.9300,
E00151075,Kinver,South Staffordshire,West Midlands,5,81,6.1700,
E00151210,Wombourne South East,South Staffordshire,West Midlands,16,61,26.2300,
E00151207,Wombourne North and Lower Penn,South Staffordshire,West Midlands,11,55,20.0000,
E00151083,Kinver,South Staffordshire,West Midlands,15,79,18.9900,
E00151156,Perton Lakeside,South Staffordshire,West Midlands,11,98,11.2200,
E00151165,Trysull and Seisdon,South Staffordshire,West Midlands,21,98,21.4300,
E00151219,Wombourne South East,South Staffordshire,West Midlands,8,67,11.9400,
E00151228,Wombourne South West,South Staffordshire,West Midlands,26,88,29.5500,
E00151190,Wombourne North and Lower Penn,South Staffordshire,West Midlands,9,35,25.7100,
E00151233,Wombourne South West,South Staffordshire,West Midlands,15,70,21.4300,
E00151137,Perton East,South Staffordshire,West Midlands,22,100,22.0000,
E00151230,Wombourne South West,South Staffordshire,West Midlands,27,96,28.1300,
E00151167,Trysull and Seisdon,South Staffordshire,West Midlands,17,74,22.9700,
E00151084,Kinver,South Staffordshire,West Midlands,18,104,17.3100,
E00151080,Kinver,South Staffordshire,West Midlands,20,82,24.3900,
E00151216,Wombourne South East,South Staffordshire,West Midlands,21,63,33.3300,
E00151168,Trysull and Seisdon,South Staffordshire,West Midlands,18,67,26.8700,
E00151234,Wombourne South West,South Staffordshire,West Midlands,15,66,22.7300,
E00159640,Stoneleigh,Warwick,West Midlands,8,61,13.1100,
E00159587,Park Hill,Warwick,West Midlands,20,99,20.2000,
E00159506,Lapworth,Warwick,West Midlands,11,83,13.2500,
E00159601,Park Hill,Warwick,West Midlands,4,38,10.5300,
E00151077,Kinver,South Staffordshire,West Midlands,32,155,20.6500,
E00151087,Kinver,South Staffordshire,West Midlands,6,70,8.5700,
E00159616,St John's,Warwick,West Midlands,22,89,24.7200,
E00151208,Wombourne South East,South Staffordshire,West Midlands,22,60,36.6700,
E00151169,Trysull and Seisdon,South Staffordshire,West Midlands,32,103,31.0700,
E00151189,Wombourne North and Lower Penn,South Staffordshire,West Midlands,22,100,22.0000,
E00151066,Kinver,South Staffordshire,West Midlands,30,102,29.4100,
E00151071,Kinver,South Staffordshire,West Midlands,9,46,19.5700,
E00151070,Kinver,South Staffordshire,West Midlands,7,71,9.8600,
E00151205,Wombourne North and Lower Penn,South Staffordshire,West Midlands,15,59,25.4200,
E00151065,Kinver,South Staffordshire,West Midlands,10,67,14.9300,
E00151079,Kinver,South Staffordshire,West Midlands,13,94,13.8300,
E00151078,Kinver,South Staffordshire,West Midlands,10,78,12.8200,
E00151186,Wombourne North and Lower Penn,South Staffordshire,West Midlands,4,56,7.1400,
E00151094,Pattingham and Patshull,South Staffordshire,West Midlands,17,98,17.3500,
E00151082,Kinver,South Staffordshire,West Midlands,27,94,28.7200,
E00151184,Wombourne North and Lower Penn,South Staffordshire,West Midlands,13,71,18.3100,
E00151187,Wombourne North and Lower Penn,South Staffordshire,West Midlands,15,73,20.5500,
E00151214,Wombourne South East,South Staffordshire,West Midlands,13,73,17.8100,
E00151204,Wombourne North and Lower Penn,South Staffordshire,West Midlands,16,65,24.6200,
E00151231,Wombourne South West,South Staffordshire,West Midlands,20,92,21.7400,
E00151131,Perton Dippons,South Staffordshire,West Midlands,15,98,15.3100,
E00151050,Himley and Swindon,South Staffordshire,West Midlands,30,71,42.2500,
E00151206,Wombourne North and Lower Penn,South Staffordshire,West Midlands,27,90,30.0000,
E00151226,Wombourne South West,South Staffordshire,West Midlands,26,104,25.0000,
E00151229,Wombourne South West,South Staffordshire,West Midlands,22,91,24.1800,
E00151192,Wombourne North and Lower Penn,South Staffordshire,West Midlands,13,113,11.5000,
E00151225,Wombourne South West,South Staffordshire,West Midlands,35,111,31.5300,
E00151198,Wombourne North and Lower Penn,South Staffordshire,West Midlands,7,45,15.5600,
E00151222,Wombourne South West,South Staffordshire,West Midlands,36,114,31.5800,
E00151212,Wombourne South East,South Staffordshire,West Midlands,15,80,18.7500,
E00151215,Wombourne South East,South Staffordshire,West Midlands,17,63,26.9800,
E00151196,Wombourne North and Lower Penn,South Staffordshire,West Midlands,15,54,27.7800,
E00151188,Wombourne North and Lower Penn,South Staffordshire,West Midlands,21,62,33.8700,
E00151155,Perton Lakeside,South Staffordshire,West Midlands,24,115,20.8700,
E00151092,Pattingham and Patshull,South Staffordshire,West Midlands,24,101,23.7600,
E00151170,Trysull and Seisdon,South Staffordshire,West Midlands,14,99,14.1400,
E00159298,Tanworth,Stratford-on-Avon,West Midlands,9,82,10.9800,
E00151074,Kinver,South Staffordshire,West Midlands,30,124,24.1900,
E00159297,Tanworth,Stratford-on-Avon,West Midlands,13,79,16.4600,
E00151067,Kinver,South Staffordshire,West Midlands,20,95,21.0500,
E00151201,Wombourne North and Lower Penn,South Staffordshire,West Midlands,23,144,15.9700,
E00151221,Wombourne South West,South Staffordshire,West Midlands,32,104,30.7700,
E00151068,Kinver,South Staffordshire,West Midlands,7,49,14.2900,
E00151171,Trysull and Seisdon,South Staffordshire,West Midlands,25,88,28.4100,
E00151218,Wombourne South East,South Staffordshire,West Midlands,26,112,23.2100,
E00151076,Kinver,South Staffordshire,West Midlands,6,61,9.8400,
E00151049,Himley and Swindon,South Staffordshire,West Midlands,18,90,20.0000,
E00151211,Wombourne South East,South Staffordshire,West Midlands,14,51,27.4500,
E00151140,Perton East,South Staffordshire,West Midlands,14,83,16.8700,
E00151091,Pattingham and Patshull,South Staffordshire,West Midlands,27,90,30.0000,
E00159301,Tanworth,Stratford-on-Avon,West Midlands,11,79,13.9200,
E00159299,Tanworth,Stratford-on-Avon,West Midlands,11,75,14.6700,
E00151191,Wombourne North and Lower Penn,South Staffordshire,West Midlands,23,77,29.8700,
E00159644,Stoneleigh,Warwick,West Midlands,27,104,25.9600,
E00159300,Tanworth,Stratford-on-Avon,West Midlands,11,79,13.9200,
E00159066,Henley,Stratford-on-Avon,West Midlands,4,63,6.3500,
E00159625,St John's,Warwick,West Midlands,9,65,13.8500,
E00159478,Cubbington,Warwick,West Midlands,4,38,10.5300,
E00159632,St John's,Warwick,West Midlands,5,77,6.4900,
E00159635,St John's,Warwick,West Midlands,18,72,25.0000,
E00159595,Park Hill,Warwick,West Midlands,17,87,19.5400,
E00159592,Park Hill,Warwick,West Midlands,5,58,8.6200,
E00159355,Abbey,Warwick,West Midlands,4,80,5.0000,
E00159578,Park Hill,Warwick,West Midlands,14,93,15.0500,
E00159514,Leek Wootton,Warwick,West Midlands,18,93,19.3500,
E00159623,St John's,Warwick,West Midlands,5,64,7.8100,
E00159356,Abbey,Warwick,West Midlands,4,71,5.6300,
E00159502,Lapworth,Warwick,West Midlands,14,95,14.7400,
E00159645,Stoneleigh,Warwick,West Midlands,9,119,7.5600,
E00159618,St John's,Warwick,West Midlands,7,82,8.5400,
E00159629,St John's,Warwick,West Midlands,11,78,14.1000,
E00159499,Lapworth,Warwick,West Midlands,12,97,12.3700,
E00159583,Park Hill,Warwick,West Midlands,15,113,13.2700,
E00159508,Leek Wootton,Warwick,West Midlands,3,66,4.5500,
E00159498,Lapworth,Warwick,West Midlands,10,54,18.5200,
E00159362,Abbey,Warwick,West Midlands,10,98,10.2000,
E00159378,Abbey,Warwick,West Midlands,11,75,14.6700,
E00159480,Cubbington,Warwick,West Midlands,11,105,10.4800,
E00159603,Park Hill,Warwick,West Midlands,8,84,9.5200,
E00159636,St John's,Warwick,West Midlands,16,84,19.0500,
E00159621,St John's,Warwick,West Midlands,6,67,8.9600,
E00159597,Park Hill,Warwick,West Midlands,7,85,8.2400,
E00159591,Park Hill,Warwick,West Midlands,19,101,18.8100,
E00159590,Park Hill,Warwick,West Midlands,18,85,21.1800,
E00159516,Leek Wootton,Warwick,West Midlands,12,53,22.6400,
E00159511,Leek Wootton,Warwick,West Midlands,9,92,9.7800,
E00159637,St John's,Warwick,West Midlands,16,81,19.7500,
E00159620,St John's,Warwick,West Midlands,21,74,28.3800,
E00159510,Leek Wootton,Warwick,West Midlands,10,112,8.9300,
E00159642,Stoneleigh,Warwick,West Midlands,18,86,20.9300,
E00159628,St John's,Warwick,West Midlands,9,72,12.5000,
E00159596,Park Hill,Warwick,West Midlands,5,106,4.7200,
E00159479,Cubbington,Warwick,West Midlands,11,80,13.7500,
E00159582,Park Hill,Warwick,West Midlands,16,97,16.4900,
E00159503,Lapworth,Warwick,West Midlands,12,88,13.6400,
E00159361,Abbey,Warwick,West Midlands,6,60,10.0000,
E00159581,Park Hill,Warwick,West Midlands,18,180,10.0000,
E00159500,Lapworth,Warwick,West Midlands,16,101,15.8400,
E00159374,Abbey,Warwick,West Midlands,17,123,13.8200,
E00159376,Abbey,Warwick,West Midlands,10,94,10.6400,
E00159373,Abbey,Warwick,West Midlands,13,95,13.6800,
E00159627,St John's,Warwick,West Midlands,15,109,13.7600,
E00159638,St John's,Warwick,West Midlands,11,76,14.4700,
E00159372,Abbey,Warwick,West Midlands,22,108,20.3700,
E00159643,Stoneleigh,Warwick,West Midlands,3,130,2.3100,
E00159599,Park Hill,Warwick,West Midlands,13,121,10.7400,
E00159358,Abbey,Warwick,West Midlands,11,71,15.4900,
E00159617,St John's,Warwick,West Midlands,6,82,7.3200,
E00159639,Stoneleigh,Warwick,West Midlands,4,29,13.7900,
E00159580,Park Hill,Warwick,West Midlands,23,155,14.8400,
E00159586,Park Hill,Warwick,West Midlands,10,94,10.6400,
E00159501,Lapworth,Warwick,West Midlands,21,100,21.0000,
E00159359,Abbey,Warwick,West Midlands,7,64,10.9400,
E00159622,St John's,Warwick,West Midlands,21,99,21.2100,
E00159602,Park Hill,Warwick,West Midlands,10,81,12.3500,
E00159509,Leek Wootton,Warwick,West Midlands,7,78,8.9700,
E00159507,Lapworth,Warwick,West Midlands,10,91,10.9900,
E00164000,Norton,Bromsgrove,West Midlands,11,51,21.5700,
E00159577,Park Hill,Warwick,West Midlands,9,113,7.9600,
E00159576,Park Hill,Warwick,West Midlands,15,112,13.3900,
E00159497,Cubbington,Warwick,West Midlands,22,139,15.8300,
E00159364,Abbey,Warwick,West Midlands,17,104,16.3500,
E00159375,Abbey,Warwick,West Midlands,15,87,17.2400,
E00164110,Whitford,Bromsgrove,West Midlands,22,106,20.7500,
E00159588,Park Hill,Warwick,West Midlands,20,119,16.8100,
E00163967,Hollywood and Majors Green,Bromsgrove,West Midlands,18,78,23.0800,
E00172232,Norton,Bromsgrove,West Midlands,15,121,12.4000,
E00163972,Hollywood and Majors Green,Bromsgrove,West Midlands,10,64,15.6300,
E00159360,Abbey,Warwick,West Midlands,8,102,7.8400,
E00164078,Uffdown,Bromsgrove,West Midlands,16,64,25.0000,
E00172226,Slideslow,Bromsgrove,West Midlands,11,122,9.0200,
E00172214,Alvechurch,Bromsgrove,West Midlands,23,103,22.3300,
E00172225,Slideslow,Bromsgrove,West Midlands,12,113,10.6200,
E00163896,Charford,Bromsgrove,West Midlands,27,111,24.3200,
E00164002,Norton,Bromsgrove,West Midlands,21,106,19.8100,
E00164083,Waseley,Bromsgrove,West Midlands,44,135,32.5900,
E00163924,Furlongs,Bromsgrove,West Midlands,12,57,21.0500,
E00164001,Norton,Bromsgrove,West Midlands,25,118,21.1900,
E00164051,Slideslow,Bromsgrove,West Midlands,15,91,16.4800,
E00164080,Uffdown,Bromsgrove,West Midlands,12,78,15.3800,
E00163861,Alvechurch,Bromsgrove,West Midlands,14,61,22.9500,
E00164081,Uffdown,Bromsgrove,West Midlands,21,103,20.3900,
E00163882,Catshill,Bromsgrove,West Midlands,31,116,26.7200,
E00163865,Beacon,Bromsgrove,West Midlands,21,62,33.8700,
E00163939,Hagley,Bromsgrove,West Midlands,7,78,8.9700,
E00164117,Woodvale,Bromsgrove,West Midlands,16,78,20.5100,
E00163933,Hagley,Bromsgrove,West Midlands,19,88,21.5900,
E00164005,Norton,Bromsgrove,West Midlands,15,119,12.6100,
E00164084,Waseley,Bromsgrove,West Midlands,28,92,30.4300,
E00163880,Catshill,Bromsgrove,West Midlands,23,114,20.1800,
E00172217,St Johns,Bromsgrove,West Midlands,15,79,18.9900,
E00163963,Hollywood and Majors Green,Bromsgrove,West Midlands,19,83,22.8900,
E00164006,Norton,Bromsgrove,West Midlands,25,82,30.4900,
E00163892,Charford,Bromsgrove,West Midlands,23,80,28.7500,
E00163985,Marlbrook,Bromsgrove,West Midlands,32,100,32.0000,
E00164087,Waseley,Bromsgrove,West Midlands,23,81,28.4000,
E00163904,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,7,65,10.7700,
E00163881,Catshill,Bromsgrove,West Midlands,29,100,29.0000,
E00164033,Sidemoor,Bromsgrove,West Midlands,16,69,23.1900,
E00163918,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,28,82,34.1500,
E00163956,Hillside,Bromsgrove,West Midlands,16,74,21.6200,
E00163906,Drakes Cross and Walkers Heath,Bromsgrove,West Midlands,23,71,32.3900,
E00164037,Sidemoor,Bromsgrove,West Midlands,13,69,18.8400,
E00163858,Alvechurch,Bromsgrove,West Midlands,7,69,10.1400,
E00163884,Catshill,Bromsgrove,West Midlands,17,78,21.7900,
E00163953,Hillside,Bromsgrove,West Midlands,6,79,7.5900,
E00164120,Wythall South,Bromsgrove,West Midlands,24,102,23.5300,
E00164034,Sidemoor,Bromsgrove,West Midlands,16,80,20.0000,
E00163848,Alvechurch,Bromsgrove,West Midlands,11,59,18.6400,
E00163965,Hollywood and Majors Green,Bromsgrove,West Midlands,11,72,15.2800,
E00163974,Linthurst,Bromsgrove,West Midlands,6,49,12.2400,
E00164047,Slideslow,Bromsgrove,West Midlands,10,72,13.8900,
E00163947,Hillside,Bromsgrove,West Midlands,30,104,28.8500,
E00164105,Whitford,Bromsgrove,West Midlands,15,87,17.2400,
E00164121,Wythall South,Bromsgrove,West Midlands,21,85,24.7100,
E00163851,Alvechurch,Bromsgrove,West Midlands,13,60,21.6700,
E00163968,Hollywood and Majors Green,Bromsgrove,West Midlands,16,84,19.0500,
E00164092,Waseley,Bromsgrove,West Midlands,20,64,31.2500,
E00163926,Furlongs,Bromsgrove,West Midlands,6,73,8.2200,
E00163921,Furlongs,Bromsgrove,West Midlands,12,101,11.8800,
E00163937,Hagley,Bromsgrove,West Midlands,3,50,6.0000,
