OA Code,Ward Name,LA Name,Region Name,QS106EW0003,QS106EW0001 (base),OA Percentage
E00051194,Chelmsley Wood,Solihull,West Midlands,3,319,0.9400,
E00051498,Blythe,Solihull,West Midlands,10,341,2.9300,
E00051577,Shirley East,Solihull,West Midlands,0,172,0.0000,
E00051513,St Alphege,Solihull,West Midlands,9,318,2.8300,
E00051278,Chelmsley Wood,Solihull,West Midlands,4,303,1.3200,
E00051516,St Alphege,Solihull,West Midlands,8,266,3.0100,
E00051356,Lyndon,Solihull,West Midlands,3,353,0.8500,
E00051134,Bickenhill,Solihull,West Midlands,14,558,2.5100,
E00051607,Shirley South,Solihull,West Midlands,8,311,2.5700,
E00051686,Silhill,Solihull,West Midlands,12,413,2.9100,
E00051206,Chelmsley Wood,Solihull,West Midlands,2,290,0.6900,
E00051358,Lyndon,Solihull,West Midlands,3,266,1.1300,
E00051287,Kingshurst and Fordbridge,Solihull,West Midlands,3,263,1.1400,
E00051262,Chelmsley Wood,Solihull,West Midlands,3,403,0.7400,
E00168179,Silhill,Solihull,West Midlands,5,282,1.7700,
E00168167,Blythe,Solihull,West Midlands,18,192,9.3800,
E00051541,St Alphege,Solihull,West Midlands,25,302,8.2800,
E00051593,Blythe,Solihull,West Midlands,3,418,0.7200,
E00051749,Smith's Wood,Solihull,West Midlands,2,307,0.6500,
E00168161,Elmdon,Solihull,West Midlands,10,207,4.8300,
E00051472,Dorridge and Hockley Heath,Solihull,West Midlands,8,252,3.1700,
E00051351,Knowle,Solihull,West Midlands,10,202,4.9500,
E00051563,Shirley East,Solihull,West Midlands,7,269,2.6000,
E00051275,Kingshurst and Fordbridge,Solihull,West Midlands,2,237,0.8400,
E00051332,Knowle,Solihull,West Midlands,7,303,2.3100,
E00051600,Shirley South,Solihull,West Midlands,3,325,0.9200,
E00051109,Elmdon,Solihull,West Midlands,8,347,2.3100,
E00051188,Castle Bromwich,Solihull,West Midlands,4,256,1.5600,
E00051681,Shirley West,Solihull,West Midlands,3,268,1.1200,
E00051588,Shirley East,Solihull,West Midlands,9,325,2.7700,
E00051221,Chelmsley Wood,Solihull,West Midlands,2,276,0.7200,
E00051584,Shirley East,Solihull,West Midlands,13,312,4.1700,
E00051546,St Alphege,Solihull,West Midlands,10,359,2.7900,
E00168160,Silhill,Solihull,West Midlands,11,163,6.7500,
E00051512,Shirley South,Solihull,West Midlands,7,227,3.0800,
E00051354,Lyndon,Solihull,West Midlands,11,339,3.2400,
E00051509,St Alphege,Solihull,West Midlands,16,343,4.6600,
E00051353,Lyndon,Solihull,West Midlands,3,221,1.3600,
E00051536,St Alphege,Solihull,West Midlands,8,334,2.4000,
E00051216,Chelmsley Wood,Solihull,West Midlands,0,229,0.0000,
E00051290,Kingshurst and Fordbridge,Solihull,West Midlands,5,249,2.0100,
E00051211,Chelmsley Wood,Solihull,West Midlands,4,313,1.2800,
E00051297,Kingshurst and Fordbridge,Solihull,West Midlands,6,327,1.8300,
E00051533,St Alphege,Solihull,West Midlands,14,315,4.4400,
E00051614,Shirley South,Solihull,West Midlands,5,276,1.8100,
E00051610,Shirley South,Solihull,West Midlands,10,269,3.7200,
E00051695,Silhill,Solihull,West Midlands,16,583,2.7400,
E00051477,Dorridge and Hockley Heath,Solihull,West Midlands,7,354,1.9800,
E00168158,Silhill,Solihull,West Midlands,11,261,4.2100,
E00051532,St Alphege,Solihull,West Midlands,13,227,5.7300,
E00051691,Elmdon,Solihull,West Midlands,9,271,3.3200,
E00051652,Shirley West,Solihull,West Midlands,8,255,3.1400,
E00051226,Chelmsley Wood,Solihull,West Midlands,0,243,0.0000,
E00051578,Shirley East,Solihull,West Midlands,10,470,2.1300,
E00052974,Merry Hill,Wolverhampton,West Midlands,8,292,2.7400,
E00051542,St Alphege,Solihull,West Midlands,14,480,2.9200,
E00051277,Kingshurst and Fordbridge,Solihull,West Midlands,3,283,1.0600,
E00052869,Graiseley,Wolverhampton,West Midlands,1,110,0.9100,
E00051732,Smith's Wood,Solihull,West Midlands,0,121,0.0000,
E00051531,St Alphege,Solihull,West Midlands,9,311,2.8900,
E00051634,Blythe,Solihull,West Midlands,8,283,2.8300,
E00051534,St Alphege,Solihull,West Midlands,7,320,2.1900,
E00051398,Meriden,Solihull,West Midlands,13,395,3.2900,
E00051570,Shirley East,Solihull,West Midlands,4,241,1.6600,
E00051665,Shirley West,Solihull,West Midlands,10,290,3.4500,
E00051319,Knowle,Solihull,West Midlands,19,349,5.4400,
E00051572,Shirley South,Solihull,West Midlands,2,416,0.4800,
E00051731,Smith's Wood,Solihull,West Midlands,8,189,4.2300,
E00051431,Olton,Solihull,West Midlands,19,345,5.5100,
E00051155,Castle Bromwich,Solihull,West Midlands,6,317,1.8900,
E00051704,Silhill,Solihull,West Midlands,4,285,1.4000,
E00051305,Kingshurst and Fordbridge,Solihull,West Midlands,5,178,2.8100,
E00051384,Lyndon,Solihull,West Midlands,11,336,3.2700,
E00051739,Smith's Wood,Solihull,West Midlands,2,304,0.6600,
E00051298,Kingshurst and Fordbridge,Solihull,West Midlands,4,267,1.5000,
E00051250,Elmdon,Solihull,West Midlands,2,272,0.7400,
E00168164,Chelmsley Wood,Solihull,West Midlands,12,160,7.5000,
E00051564,Shirley East,Solihull,West Midlands,2,309,0.6500,
E00051579,Shirley East,Solihull,West Midlands,5,361,1.3900,
E00051675,Shirley West,Solihull,West Midlands,10,325,3.0800,
E00053038,Park,Wolverhampton,West Midlands,17,303,5.6100,
E00051274,Kingshurst and Fordbridge,Solihull,West Midlands,8,486,1.6500,
E00051430,Olton,Solihull,West Midlands,12,307,3.9100,
E00051294,Kingshurst and Fordbridge,Solihull,West Midlands,1,329,0.3000,
E00051215,Chelmsley Wood,Solihull,West Midlands,1,237,0.4200,
E00051679,Shirley West,Solihull,West Midlands,2,353,0.5700,
E00051729,Smith's Wood,Solihull,West Midlands,2,239,0.8400,
E00051460,Olton,Solihull,West Midlands,1,156,0.6400,
E00051172,Castle Bromwich,Solihull,West Midlands,1,206,0.4900,
E00051195,Chelmsley Wood,Solihull,West Midlands,13,266,4.8900,
E00052731,East Park,Wolverhampton,West Midlands,5,245,2.0400,
E00051114,Elmdon,Solihull,West Midlands,10,381,2.6200,
E00052662,Blakenhall,Wolverhampton,West Midlands,6,365,1.6400,
E00052962,Merry Hill,Wolverhampton,West Midlands,13,286,4.5500,
E00053263,Tettenhall Wightwick,Wolverhampton,West Midlands,3,285,1.0500,
E00053265,Tettenhall Wightwick,Wolverhampton,West Midlands,10,339,2.9500,
E00052758,East Park,Wolverhampton,West Midlands,5,394,1.2700,
E00053088,Penn,Wolverhampton,West Midlands,13,426,3.0500,
E00168177,Blythe,Solihull,West Midlands,10,343,2.9200,
E00167334,Bilston East,Wolverhampton,West Midlands,3,178,1.6900,
E00051365,Lyndon,Solihull,West Midlands,8,252,3.1700,
E00051333,Knowle,Solihull,West Midlands,10,280,3.5700,
E00051355,Lyndon,Solihull,West Midlands,15,304,4.9300,
E00051369,Lyndon,Solihull,West Midlands,5,402,1.2400,
E00051636,Shirley South,Solihull,West Midlands,6,364,1.6500,
E00051159,Castle Bromwich,Solihull,West Midlands,1,251,0.4000,
E00051113,Elmdon,Solihull,West Midlands,6,379,1.5800,
E00051337,Knowle,Solihull,West Midlands,9,361,2.4900,
E00051717,Silhill,Solihull,West Midlands,3,320,0.9400,
E00051151,Bickenhill,Solihull,West Midlands,1,156,0.6400,
E00051685,Silhill,Solihull,West Midlands,11,382,2.8800,
E00051626,St Alphege,Solihull,West Midlands,15,308,4.8700,
E00051156,Castle Bromwich,Solihull,West Midlands,4,329,1.2200,
E00051497,Dorridge and Hockley Heath,Solihull,West Midlands,17,434,3.9200,
E00051660,Shirley West,Solihull,West Midlands,3,316,0.9500,
E00051272,Kingshurst and Fordbridge,Solihull,West Midlands,7,321,2.1800,
E00168155,Olton,Solihull,West Midlands,3,158,1.9000,
E00051443,Olton,Solihull,West Midlands,6,320,1.8800,
E00051383,Lyndon,Solihull,West Midlands,7,285,2.4600,
E00051302,Smith's Wood,Solihull,West Midlands,1,317,0.3200,
E00051326,Knowle,Solihull,West Midlands,18,340,5.2900,
E00051604,Blythe,Solihull,West Midlands,13,340,3.8200,
E00051745,Smith's Wood,Solihull,West Midlands,4,305,1.3100,
E00051416,Meriden,Solihull,West Midlands,4,280,1.4300,
E00051117,Bickenhill,Solihull,West Midlands,5,298,1.6800,
E00051196,Chelmsley Wood,Solihull,West Midlands,14,335,4.1800,
E00051746,Smith's Wood,Solihull,West Midlands,3,288,1.0400,
E00051475,Dorridge and Hockley Heath,Solihull,West Midlands,8,286,2.8000,
E00051168,Castle Bromwich,Solihull,West Midlands,5,297,1.6800,
E00051376,Lyndon,Solihull,West Midlands,6,394,1.5200,
E00051372,Lyndon,Solihull,West Midlands,7,285,2.4600,
E00051143,Bickenhill,Solihull,West Midlands,4,261,1.5300,
E00051631,Shirley South,Solihull,West Midlands,4,404,0.9900,
E00051364,Lyndon,Solihull,West Midlands,5,288,1.7400,
E00051406,Meriden,Solihull,West Midlands,23,297,7.7400,
E00051487,Dorridge and Hockley Heath,Solihull,West Midlands,6,322,1.8600,
E00051627,Shirley South,Solihull,West Midlands,3,225,1.3300,
E00051743,Smith's Wood,Solihull,West Midlands,2,298,0.6700,
E00051741,Smith's Wood,Solihull,West Midlands,1,313,0.3200,
E00051335,Knowle,Solihull,West Midlands,12,393,3.0500,
E00051713,Silhill,Solihull,West Midlands,5,220,2.2700,
E00051561,Shirley East,Solihull,West Midlands,11,390,2.8200,
E00051649,Shirley West,Solihull,West Midlands,12,312,3.8500,
E00051637,Blythe,Solihull,West Midlands,6,251,2.3900,
E00051125,Bickenhill,Solihull,West Midlands,9,411,2.1900,
E00051709,Silhill,Solihull,West Midlands,10,320,3.1300,
E00051424,Olton,Solihull,West Midlands,9,379,2.3700,
E00051268,Kingshurst and Fordbridge,Solihull,West Midlands,4,253,1.5800,
E00051345,Knowle,Solihull,West Midlands,7,316,2.2200,
E00051440,Olton,Solihull,West Midlands,14,405,3.4600,
E00051321,Knowle,Solihull,West Midlands,5,251,1.9900,
E00051714,Silhill,Solihull,West Midlands,6,229,2.6200,
E00051742,Smith's Wood,Solihull,West Midlands,6,264,2.2700,
E00051308,Kingshurst and Fordbridge,Solihull,West Midlands,2,284,0.7000,
E00051389,Meriden,Solihull,West Midlands,4,306,1.3100,
E00051549,St Alphege,Solihull,West Midlands,15,314,4.7800,
E00051511,St Alphege,Solihull,West Midlands,11,318,3.4600,
E00051590,Shirley East,Solihull,West Midlands,8,352,2.2700,
E00051149,Bickenhill,Solihull,West Midlands,7,192,3.6500,
E00168163,Chelmsley Wood,Solihull,West Midlands,3,184,1.6300,
E00051184,Castle Bromwich,Solihull,West Midlands,2,328,0.6100,
E00051483,Dorridge and Hockley Heath,Solihull,West Midlands,15,332,4.5200,
E00051174,Castle Bromwich,Solihull,West Midlands,8,399,2.0100,
E00051645,Shirley West,Solihull,West Midlands,3,348,0.8600,
E00051391,Meriden,Solihull,West Midlands,15,422,3.5500,
E00051121,Bickenhill,Solihull,West Midlands,5,284,1.7600,
E00051387,Meriden,Solihull,West Midlands,9,388,2.3200,
E00051310,Kingshurst and Fordbridge,Solihull,West Midlands,3,328,0.9100,
E00051171,Castle Bromwich,Solihull,West Midlands,11,324,3.4000,
E00051329,Knowle,Solihull,West Midlands,13,356,3.6500,
E00168178,Blythe,Solihull,West Midlands,11,221,4.9800,
E00051306,Kingshurst and Fordbridge,Solihull,West Midlands,6,340,1.7600,
E00051596,Blythe,Solihull,West Midlands,16,389,4.1100,
E00051688,Elmdon,Solihull,West Midlands,2,309,0.6500,
E00051175,Castle Bromwich,Solihull,West Midlands,2,317,0.6300,
E00051517,St Alphege,Solihull,West Midlands,6,334,1.8000,
E00051273,Kingshurst and Fordbridge,Solihull,West Midlands,2,300,0.6700,
E00051490,Blythe,Solihull,West Midlands,14,530,2.6400,
E00168165,Blythe,Solihull,West Midlands,6,192,3.1300,
E00051520,St Alphege,Solihull,West Midlands,15,445,3.3700,
E00051252,Elmdon,Solihull,West Midlands,6,302,1.9900,
E00051368,Lyndon,Solihull,West Midlands,5,293,1.7100,
E00051589,Shirley East,Solihull,West Midlands,5,386,1.3000,
E00051453,Olton,Solihull,West Midlands,8,276,2.9000,
E00051411,Meriden,Solihull,West Midlands,6,351,1.7100,
E00051508,St Alphege,Solihull,West Midlands,10,314,3.1800,
E00168173,Blythe,Solihull,West Midlands,11,280,3.9300,
E00051632,Shirley South,Solihull,West Midlands,13,259,5.0200,
E00051173,Castle Bromwich,Solihull,West Midlands,3,322,0.9300,
E00051179,Castle Bromwich,Solihull,West Midlands,6,243,2.4700,
E00051522,St Alphege,Solihull,West Midlands,6,386,1.5500,
E00051176,Castle Bromwich,Solihull,West Midlands,6,336,1.7900,
E00051555,Shirley East,Solihull,West Midlands,5,303,1.6500,
E00051178,Castle Bromwich,Solihull,West Midlands,2,311,0.6400,
E00051699,Silhill,Solihull,West Midlands,15,332,4.5200,
E00051633,St Alphege,Solihull,West Midlands,7,321,2.1800,
E00051165,Castle Bromwich,Solihull,West Midlands,7,267,2.6200,
E00051618,Shirley South,Solihull,West Midlands,4,325,1.2300,
E00051249,Elmdon,Solihull,West Midlands,6,316,1.9000,
E00051346,Knowle,Solihull,West Midlands,3,284,1.0600,
E00051144,Bickenhill,Solihull,West Midlands,3,312,0.9600,
E00051338,Knowle,Solihull,West Midlands,11,301,3.6500,
E00051718,Elmdon,Solihull,West Midlands,2,306,0.6500,
E00051436,Olton,Solihull,West Midlands,12,355,3.3800,
E00051130,Bickenhill,Solihull,West Midlands,10,318,3.1400,
E00051566,Shirley East,Solihull,West Midlands,6,327,1.8300,
E00051491,Blythe,Solihull,West Midlands,13,410,3.1700,
E00051562,Shirley East,Solihull,West Midlands,9,330,2.7300,
E00051638,Blythe,Solihull,West Midlands,4,275,1.4500,
E00051239,Elmdon,Solihull,West Midlands,3,239,1.2600,
E00051484,Dorridge and Hockley Heath,Solihull,West Midlands,15,326,4.6000,
E00051486,Dorridge and Hockley Heath,Solihull,West Midlands,6,298,2.0100,
E00051405,Meriden,Solihull,West Midlands,8,288,2.7800,
E00051410,Meriden,Solihull,West Midlands,14,341,4.1100,
E00051469,Dorridge and Hockley Heath,Solihull,West Midlands,10,338,2.9600,
E00051267,Kingshurst and Fordbridge,Solihull,West Midlands,8,327,2.4500,
E00051407,Meriden,Solihull,West Midlands,13,355,3.6600,
E00051322,Knowle,Solihull,West Midlands,12,402,2.9900,
E00053149,St Peter's,Wolverhampton,West Midlands,33,432,7.6400,
E00053257,Tettenhall Regis,Wolverhampton,West Midlands,10,325,3.0800,
E00052740,East Park,Wolverhampton,West Midlands,4,324,1.2300,
E00052655,Bilston North,Wolverhampton,West Midlands,6,321,1.8700,
E00053075,Park,Wolverhampton,West Midlands,6,206,2.9100,
E00053184,Spring Vale,Wolverhampton,West Midlands,0,308,0.0000,
E00053105,Penn,Wolverhampton,West Midlands,9,356,2.5300,
E00053035,Park,Wolverhampton,West Midlands,5,374,1.3400,
E00052837,Graiseley,Wolverhampton,West Midlands,13,317,4.1000,
E00052739,East Park,Wolverhampton,West Midlands,0,257,0.0000,
E00052619,East Park,Wolverhampton,West Midlands,4,373,1.0700,
E00052661,Blakenhall,Wolverhampton,West Midlands,12,516,2.3300,
E00052665,Blakenhall,Wolverhampton,West Midlands,7,354,1.9800,
E00167343,Bilston East,Wolverhampton,West Midlands,4,170,2.3500,
E00052648,Bilston North,Wolverhampton,West Midlands,3,291,1.0300,
E00053042,Tettenhall Wightwick,Wolverhampton,West Midlands,2,285,0.7000,
E00052840,Graiseley,Wolverhampton,West Midlands,1,328,0.3000,
E00053134,St Peter's,Wolverhampton,West Midlands,319,784,40.6900,
E00052629,Bilston North,Wolverhampton,West Midlands,3,359,0.8400,
E00052984,Merry Hill,Wolverhampton,West Midlands,6,289,2.0800,
E00052905,Heath Town,Wolverhampton,West Midlands,12,658,1.8200,
E00052603,Bilston East,Wolverhampton,West Midlands,8,503,1.5900,
E00052593,Bilston East,Wolverhampton,West Midlands,2,298,0.6700,
E00052632,Bilston North,Wolverhampton,West Midlands,2,327,0.6100,
E00052738,East Park,Wolverhampton,West Midlands,2,269,0.7400,
E00052773,Ettingshall,Wolverhampton,West Midlands,1,366,0.2700,
E00052682,Blakenhall,Wolverhampton,West Midlands,3,435,0.6900,
E00052741,East Park,Wolverhampton,West Midlands,2,319,0.6300,
E00053109,Penn,Wolverhampton,West Midlands,14,432,3.2400,
E00052782,Ettingshall,Wolverhampton,West Midlands,5,409,1.2200,
E00053186,Spring Vale,Wolverhampton,West Midlands,3,353,0.8500,
E00052861,Graiseley,Wolverhampton,West Midlands,6,259,2.3200,
E00053087,Penn,Wolverhampton,West Midlands,5,225,2.2200,
E00053266,Tettenhall Wightwick,Wolverhampton,West Midlands,6,221,2.7100,
E00167345,Bilston East,Wolverhampton,West Midlands,8,263,3.0400,
E00052979,Merry Hill,Wolverhampton,West Midlands,1,160,0.6300,
E00052607,Bilston East,Wolverhampton,West Midlands,3,306,0.9800,
E00052634,Bilston North,Wolverhampton,West Midlands,1,278,0.3600,
E00052637,Bilston North,Wolverhampton,West Midlands,4,275,1.4500,
E00052652,Bilston North,Wolverhampton,West Midlands,6,305,1.9700,
E00167326,Heath Town,Wolverhampton,West Midlands,25,372,6.7200,
E00052788,Bilston East,Wolverhampton,West Midlands,4,431,0.9300,
E00053085,Penn,Wolverhampton,West Midlands,12,338,3.5500,
E00053062,Park,Wolverhampton,West Midlands,17,267,6.3700,
E00052859,Graiseley,Wolverhampton,West Midlands,12,248,4.8400,
E00053036,Tettenhall Wightwick,Wolverhampton,West Midlands,9,246,3.6600,
E00052640,Bilston North,Wolverhampton,West Midlands,2,331,0.6000,
E00052686,Blakenhall,Wolverhampton,West Midlands,7,456,1.5400,
E00053188,Spring Vale,Wolverhampton,West Midlands,2,347,0.5800,
E00052756,East Park,Wolverhampton,West Midlands,8,290,2.7600,
E00053165,Spring Vale,Wolverhampton,West Midlands,4,329,1.2200,
E00052794,Ettingshall,Wolverhampton,West Midlands,5,324,1.5400,
E00053107,Penn,Wolverhampton,West Midlands,6,349,1.7200,
E00053039,Tettenhall Wightwick,Wolverhampton,West Midlands,5,348,1.4400,
E00053170,Spring Vale,Wolverhampton,West Midlands,3,344,0.8700,
E00052868,Graiseley,Wolverhampton,West Midlands,11,356,3.0900,
E00052839,Graiseley,Wolverhampton,West Midlands,3,356,0.8400,
E00053272,Tettenhall Wightwick,Wolverhampton,West Midlands,8,307,2.6100,
E00052987,Merry Hill,Wolverhampton,West Midlands,1,268,0.3700,
E00052906,Heath Town,Wolverhampton,West Midlands,4,171,2.3400,
E00052787,Ettingshall,Wolverhampton,West Midlands,7,332,2.1100,
E00052982,Merry Hill,Wolverhampton,West Midlands,6,235,2.5500,
E00052903,Heath Town,Wolverhampton,West Midlands,8,491,1.6300,
E00052599,Bilston East,Wolverhampton,West Midlands,4,291,1.3700,
E00053178,Ettingshall,Wolverhampton,West Midlands,4,405,0.9900,
E00167323,Heath Town,Wolverhampton,West Midlands,276,739,37.3500,
E00053167,Spring Vale,Wolverhampton,West Midlands,5,257,1.9500,
E00053164,Spring Vale,Wolverhampton,West Midlands,8,349,2.2900,
E00052765,Ettingshall,Wolverhampton,West Midlands,3,302,0.9900,
E00052956,Merry Hill,Wolverhampton,West Midlands,5,349,1.4300,
E00052674,Blakenhall,Wolverhampton,West Midlands,5,335,1.4900,
E00052860,Graiseley,Wolverhampton,West Midlands,4,219,1.8300,
E00052764,Ettingshall,Wolverhampton,West Midlands,10,336,2.9800,
E00053199,Spring Vale,Wolverhampton,West Midlands,10,309,3.2400,
E00052628,Bilston North,Wolverhampton,West Midlands,7,308,2.2700,
E00052734,East Park,Wolverhampton,West Midlands,4,231,1.7300,
E00167321,St Peter's,Wolverhampton,West Midlands,8,190,4.2100,
E00052669,Blakenhall,Wolverhampton,West Midlands,14,321,4.3600,
E00167339,Spring Vale,Wolverhampton,West Midlands,9,228,3.9500,
E00146894,Alveley and Claverley,Shropshire,West Midlands,20,347,5.7600,
E00053277,Tettenhall Wightwick,Wolverhampton,West Midlands,8,293,2.7300,
E00053032,Park,Wolverhampton,West Midlands,17,334,5.0900,
E00052953,Merry Hill,Wolverhampton,West Midlands,5,331,1.5100,
E00052853,Graiseley,Wolverhampton,West Midlands,14,397,3.5300,
E00053197,Spring Vale,Wolverhampton,West Midlands,7,372,1.8800,
E00053108,Penn,Wolverhampton,West Midlands,8,313,2.5600,
E00052784,Ettingshall,Wolverhampton,West Midlands,7,313,2.2400,
E00053189,Spring Vale,Wolverhampton,West Midlands,9,330,2.7300,
E00052763,Ettingshall,Wolverhampton,West Midlands,5,188,2.6600,
E00052769,Ettingshall,Wolverhampton,West Midlands,2,306,0.6500,
E00052636,Bilston North,Wolverhampton,West Midlands,7,292,2.4000,
E00053074,Park,Wolverhampton,West Midlands,14,403,3.4700,
E00053160,Spring Vale,Wolverhampton,West Midlands,5,337,1.4800,
E00053080,Penn,Wolverhampton,West Midlands,1,222,0.4500,
E00052613,Bilston East,Wolverhampton,West Midlands,6,424,1.4200,
E00052790,Ettingshall,Wolverhampton,West Midlands,4,218,1.8300,
E00052641,Bilston North,Wolverhampton,West Midlands,6,309,1.9400,
E00052841,Graiseley,Wolverhampton,West Midlands,6,332,1.8100,
E00052778,Ettingshall,Wolverhampton,West Midlands,2,326,0.6100,
E00052663,Blakenhall,Wolverhampton,West Midlands,5,324,1.5400,
E00053084,Penn,Wolverhampton,West Midlands,12,434,2.7600,
E00052958,Merry Hill,Wolverhampton,West Midlands,10,361,2.7700,
E00146891,Alveley and Claverley,Shropshire,West Midlands,13,351,3.7000,
E00053046,Tettenhall Wightwick,Wolverhampton,West Midlands,5,232,2.1600,
E00053054,Park,Wolverhampton,West Midlands,8,179,4.4700,
E00052630,Bilston North,Wolverhampton,West Midlands,6,322,1.8600,
E00052899,Heath Town,Wolverhampton,West Midlands,9,508,1.7700,
E00053100,Penn,Wolverhampton,West Midlands,5,323,1.5500,
E00052781,Bilston East,Wolverhampton,West Midlands,3,229,1.3100,
E00052964,Merry Hill,Wolverhampton,West Midlands,4,240,1.6700,
E00052646,Bilston North,Wolverhampton,West Midlands,5,257,1.9500,
E00167337,Spring Vale,Wolverhampton,West Midlands,8,257,3.1100,
E00052678,Blakenhall,Wolverhampton,West Midlands,20,433,4.6200,
E00052736,East Park,Wolverhampton,West Midlands,6,333,1.8000,
E00052957,Merry Hill,Wolverhampton,West Midlands,5,296,1.6900,
E00052865,Graiseley,Wolverhampton,West Midlands,7,347,2.0200,
E00053255,Tettenhall Wightwick,Wolverhampton,West Midlands,8,230,3.4800,
E00052851,Graiseley,Wolverhampton,West Midlands,8,279,2.8700,
E00053047,Tettenhall Wightwick,Wolverhampton,West Midlands,10,224,4.4600,
E00052791,Ettingshall,Wolverhampton,West Midlands,6,435,1.3800,
E00052625,Bilston North,Wolverhampton,West Midlands,6,317,1.8900,
E00167335,Bilston East,Wolverhampton,West Midlands,1,183,0.5500,
E00052973,Merry Hill,Wolverhampton,West Midlands,5,308,1.6200,
E00053072,Park,Wolverhampton,West Midlands,13,313,4.1500,
E00053179,Spring Vale,Wolverhampton,West Midlands,12,311,3.8600,
E00052681,Blakenhall,Wolverhampton,West Midlands,3,370,0.8100,
E00052951,Merry Hill,Wolverhampton,West Midlands,5,319,1.5700,
E00052755,East Park,Wolverhampton,West Midlands,4,320,1.2500,
E00052963,Merry Hill,Wolverhampton,West Midlands,4,288,1.3900,
E00053067,Park,Wolverhampton,West Midlands,4,326,1.2300,
E00053185,Spring Vale,Wolverhampton,West Midlands,11,278,3.9600,
E00053181,Spring Vale,Wolverhampton,West Midlands,6,376,1.6000,
E00052970,Merry Hill,Wolverhampton,West Midlands,6,324,1.8500,
E00052584,Bilston East,Wolverhampton,West Midlands,0,276,0.0000,
E00053176,Ettingshall,Wolverhampton,West Midlands,9,386,2.3300,
E00053104,Penn,Wolverhampton,West Midlands,5,298,1.6800,
E00053194,Spring Vale,Wolverhampton,West Midlands,4,260,1.5400,
E00053239,Tettenhall Wightwick,Wolverhampton,West Midlands,2,325,0.6200,
E00052744,East Park,Wolverhampton,West Midlands,10,295,3.3900,
E00053172,Spring Vale,Wolverhampton,West Midlands,3,326,0.9200,
E00053151,East Park,Wolverhampton,West Midlands,13,340,3.8200,
E00052766,Ettingshall,Wolverhampton,West Midlands,2,303,0.6600,
E00052986,Merry Hill,Wolverhampton,West Midlands,5,313,1.6000,
E00053146,St Peter's,Wolverhampton,West Midlands,55,434,12.6700,
E00052612,Bilston East,Wolverhampton,West Midlands,8,273,2.9300,
E00052675,Blakenhall,Wolverhampton,West Midlands,3,335,0.9000,
E00052955,Merry Hill,Wolverhampton,West Midlands,7,334,2.1000,
E00052684,Blakenhall,Wolverhampton,West Midlands,5,415,1.2000,
E00052833,Graiseley,Wolverhampton,West Midlands,4,354,1.1300,
E00052605,Bilston East,Wolverhampton,West Midlands,4,342,1.1700,
E00052732,East Park,Wolverhampton,West Midlands,8,395,2.0300,
E00052856,Graiseley,Wolverhampton,West Midlands,7,306,2.2900,
E00052774,Ettingshall,Wolverhampton,West Midlands,0,288,0.0000,
E00052779,Ettingshall,Wolverhampton,West Midlands,1,344,0.2900,
E00052777,Ettingshall,Wolverhampton,West Midlands,5,410,1.2200,
E00053059,Park,Wolverhampton,West Midlands,27,457,5.9100,
E00052617,Bilston North,Wolverhampton,West Midlands,8,339,2.3600,
E00052600,Bilston East,Wolverhampton,West Midlands,5,362,1.3800,
E00052664,Blakenhall,Wolverhampton,West Midlands,8,315,2.5400,
E00167342,Heath Town,Wolverhampton,West Midlands,15,375,4.0000,
E00053096,Penn,Wolverhampton,West Midlands,7,287,2.4400,
E00052728,East Park,Wolverhampton,West Midlands,3,341,0.8800,
E00158786,Earl Craven and Wolston,Rugby,West Midlands,7,259,2.7000,
E00150380,Little Aston,Lichfield,West Midlands,19,355,5.3500,
E00052624,Bilston North,Wolverhampton,West Midlands,1,327,0.3100,
E00168314,Wolvey,Rugby,West Midlands,103,432,23.8400,
E00052867,Graiseley,Wolverhampton,West Midlands,6,337,1.7800,
E00052862,Graiseley,Wolverhampton,West Midlands,9,259,3.4700,
E00052978,Merry Hill,Wolverhampton,West Midlands,5,250,2.0000,
E00053174,Spring Vale,Wolverhampton,West Midlands,8,356,2.2500,
E00168313,Wolvey,Rugby,West Midlands,8,401,2.0000,
E00158785,Earl Craven and Wolston,Rugby,West Midlands,5,277,1.8100,
E00158941,Ryton-on-Dunsmore,Rugby,West Midlands,14,281,4.9800,
E00158827,Fosse,Rugby,West Midlands,3,303,0.9900,
E00158783,Earl Craven and Wolston,Rugby,West Midlands,4,264,1.5200,
E00158787,Earl Craven and Wolston,Rugby,West Midlands,7,301,2.3300,
E00150382,Little Aston,Lichfield,West Midlands,15,358,4.1900,
E00158798,Earl Craven and Wolston,Rugby,West Midlands,6,259,2.3200,
E00158781,Earl Craven and Wolston,Rugby,West Midlands,10,363,2.7500,
E00150245,Bourne Vale,Lichfield,West Midlands,14,355,3.9400,
E00150383,Little Aston,Lichfield,West Midlands,6,340,1.7600,
E00150244,Bourne Vale,Lichfield,West Midlands,10,398,2.5100,
E00159600,Park Hill,Warwick,West Midlands,7,257,2.7200,
E00150381,Little Aston,Lichfield,West Midlands,8,253,3.1600,
E00159593,Park Hill,Warwick,West Midlands,14,217,6.4500,
E00150243,Bourne Vale,Lichfield,West Midlands,8,358,2.2300,
E00159615,St John's,Warwick,West Midlands,10,324,3.0900,
E00159357,Abbey,Warwick,West Midlands,6,223,2.6900,
E00159354,Abbey,Warwick,West Midlands,14,418,3.3500,
